order_id,order_date,customer_id,channel,sku,quantity,unit_price,discount_pct,line_total
O015178,2024-07-08,C0333,online,PW-0094,1,116.95,0.015,115.24
O015830,2024-07-08,C0356,rep,PW-0031,12,12.67,0.098,137.09
O015830,2024-07-08,C0356,rep,PW-0080,2,6.04,0.098,10.89
O015830,2024-07-08,C0356,rep,PW-0042,7,20.4,0.098,128.76
O015830,2024-07-08,C0356,rep,PW-0056,9,9.05,0.098,73.44
O015830,2024-07-08,C0356,rep,PW-0081,4,10.94,0.098,39.46
O017179,2024-07-08,C0383,online,PW-0090,1,163.87,0.07,152.33
O017179,2024-07-08,C0383,online,PW-0055,1,67.63,0.07,62.87
O017179,2024-07-08,C0383,online,PW-0010,1,80.88,0.07,75.18
O017179,2024-07-08,C0383,online,PW-0081,1,10.94,0.07,10.17
O017640,2024-07-08,C0394,phone,PW-0015,1,67.01,0.088,61.1
O017640,2024-07-08,C0394,phone,PW-0009,1,8.76,0.088,7.99
O018738,2024-07-08,C0419,online,PW-0058,1,24.57,0.003,24.49
O018738,2024-07-08,C0419,online,PW-0055,1,67.63,0.003,67.41
O018738,2024-07-08,C0419,online,PW-0061,2,8.97,0.003,17.88
O018738,2024-07-08,C0419,online,PW-0049,2,30.18,0.003,60.16
O018738,2024-07-08,C0419,online,PW-0047,2,8.26,0.003,16.47
O020418,2024-07-08,C0458,online,PW-0095,3,28.0,0.017,82.54
O020418,2024-07-08,C0458,online,PW-0068,5,7.98,0.017,39.2
O020418,2024-07-08,C0458,online,PW-0118,3,15.01,0.017,44.25
O020418,2024-07-08,C0458,online,PW-0080,12,6.04,0.017,71.22
O020418,2024-07-08,C0458,online,PW-0019,8,9.73,0.017,76.48
O020576,2024-07-08,C0461,online,PW-0063,1,9.62,0.046,9.18
O020776,2024-07-08,C0467,online,PW-0081,1,10.94,0.095,9.9
O020776,2024-07-08,C0467,online,PW-0026,1,26.87,0.095,24.32
O021807,2024-07-08,C0491,online,PW-0080,2,6.04,0.054,11.43
O021807,2024-07-08,C0491,online,PW-0008,2,33.84,0.054,64.03
O021807,2024-07-08,C0491,online,PW-0011,1,50.32,0.054,47.6
O021807,2024-07-08,C0491,online,PW-0073,1,21.74,0.054,20.57
O021807,2024-07-08,C0491,online,PW-0078,6,19.98,0.054,113.41
O022162,2024-07-08,C0498,phone,PW-0078,4,19.98,0.0,79.92
O022162,2024-07-08,C0498,phone,PW-0012,3,54.27,0.0,162.81
O022162,2024-07-08,C0498,phone,PW-0100,6,71.86,0.0,431.16
O024583,2024-07-08,C0559,online,PW-0057,1,28.05,0.002,28.0
O025802,2024-07-08,C0585,online,PW-0106,1,6.92,0.024,6.76
O025802,2024-07-08,C0585,online,PW-0105,1,8.33,0.024,8.13
O027847,2024-07-08,C0633,online,PW-0021,4,54.06,0.0,216.24
O027847,2024-07-08,C0633,online,PW-0024,1,93.78,0.0,93.78
O027847,2024-07-08,C0633,online,PW-0009,2,8.76,0.0,17.52
O027847,2024-07-08,C0633,online,PW-0074,2,8.22,0.0,16.44
O027847,2024-07-08,C0633,online,PW-0091,2,11.02,0.0,22.04
O027847,2024-07-08,C0633,online,PW-0081,3,10.94,0.0,32.82
O027847,2024-07-08,C0633,online,PW-0013,2,75.34,0.0,150.68
O027847,2024-07-08,C0633,online,PW-0079,1,20.73,0.0,20.73
O027847,2024-07-08,C0633,online,PW-0049,2,30.18,0.0,60.36
O027847,2024-07-08,C0633,online,PW-0025,1,40.81,0.0,40.81
O027847,2024-07-08,C0633,online,PW-0068,2,7.98,0.0,15.96
O028409,2024-07-08,C0645,online,PW-0061,1,8.97,0.025,8.75
O028409,2024-07-08,C0645,online,PW-0114,1,14.68,0.025,14.32
O028409,2024-07-08,C0645,online,PW-0031,1,12.67,0.025,12.36
O028409,2024-07-08,C0645,online,PW-0041,1,10.8,0.025,10.53
O028409,2024-07-08,C0645,online,PW-0013,1,75.34,0.025,73.47
O030290,2024-07-08,C0684,phone,PW-0111,1,4.68,0.087,4.27
O030290,2024-07-08,C0684,phone,PW-0117,1,30.69,0.087,28.01
O031779,2024-07-08,C0713,phone,PW-0113,2,5.48,0.02,10.74
O031779,2024-07-08,C0713,phone,PW-0012,3,54.27,0.02,159.51
O031779,2024-07-08,C0713,phone,PW-0118,4,15.01,0.02,58.82
O031779,2024-07-08,C0713,phone,PW-0109,3,46.33,0.02,136.17
O031779,2024-07-08,C0713,phone,PW-0090,5,163.87,0.02,802.73
O032726,2024-07-08,C0732,rep,PW-0057,21,28.05,0.114,521.91
O032726,2024-07-08,C0732,rep,PW-0117,7,30.69,0.114,190.34
O032814,2024-07-08,C0734,online,PW-0106,1,6.92,0.0,6.92
O032814,2024-07-08,C0734,online,PW-0058,2,24.57,0.0,49.14
O032814,2024-07-08,C0734,online,PW-0102,1,12.96,0.0,12.96
O032814,2024-07-08,C0734,online,PW-0047,3,8.26,0.0,24.78
O033400,2024-07-08,C0745,rep,PW-0047,8,8.26,0.105,59.15
O033400,2024-07-08,C0745,rep,PW-0031,7,12.67,0.105,79.39
O033400,2024-07-08,C0745,rep,PW-0035,6,9.06,0.105,48.66
O033400,2024-07-08,C0745,rep,PW-0044,6,12.9,0.105,69.29
O033400,2024-07-08,C0745,rep,PW-0033,7,21.37,0.105,133.91
O033400,2024-07-08,C0745,rep,PW-0059,11,17.36,0.105,170.94
O033400,2024-07-08,C0745,rep,PW-0048,18,25.85,0.105,416.53
O033400,2024-07-08,C0745,rep,PW-0062,10,58.94,0.105,527.62
O034039,2024-07-08,C0759,online,PW-0043,2,12.0,0.073,22.25
O034039,2024-07-08,C0759,online,PW-0053,2,14.38,0.073,26.66
O034039,2024-07-08,C0759,online,PW-0118,1,15.01,0.073,13.91
O034529,2024-07-08,C0767,phone,PW-0004,6,87.75,0.023,514.16
O034529,2024-07-08,C0767,phone,PW-0054,5,36.39,0.023,177.69
O034875,2024-07-08,C0774,phone,PW-0052,5,21.67,0.0,108.35
O035192,2024-07-08,C0781,online,PW-0082,1,11.37,0.005,11.31
O035192,2024-07-08,C0781,online,PW-0030,1,70.61,0.005,70.24
O035192,2024-07-08,C0781,online,PW-0092,1,88.65,0.005,88.19
O035674,2024-07-08,C0796,phone,PW-0105,1,8.33,0.047,7.94
O036988,2024-07-08,C0823,rep,PW-0079,30,20.73,0.065,581.55
O036988,2024-07-08,C0823,rep,PW-0011,52,50.32,0.065,2446.85
O036988,2024-07-08,C0823,rep,PW-0017,39,15.42,0.065,562.36
O036988,2024-07-08,C0823,rep,PW-0072,25,39.77,0.065,929.73
O036988,2024-07-08,C0823,rep,PW-0021,39,54.06,0.065,1971.53
O036988,2024-07-08,C0823,rep,PW-0041,21,10.8,0.065,212.08
O036988,2024-07-08,C0823,rep,PW-0036,21,14.0,0.065,274.92
O036988,2024-07-08,C0823,rep,PW-0022,46,91.45,0.065,3933.73
O037870,2024-07-08,C0844,phone,PW-0010,1,80.88,0.007,80.32
O037870,2024-07-08,C0844,phone,PW-0026,1,26.87,0.007,26.68
O037870,2024-07-08,C0844,phone,PW-0106,2,6.92,0.007,13.74
O038634,2024-07-08,C0862,online,PW-0081,1,10.94,0.0,10.94
O038634,2024-07-08,C0862,online,PW-0010,2,80.88,0.0,161.76
O038634,2024-07-08,C0862,online,PW-0084,1,10.74,0.0,10.74
O038634,2024-07-08,C0862,online,PW-0087,1,20.54,0.0,20.54
O038634,2024-07-08,C0862,online,PW-0068,1,7.98,0.0,7.98
O039820,2024-07-08,C0892,phone,PW-0047,3,8.26,0.012,24.49
O039820,2024-07-08,C0892,phone,PW-0057,4,28.05,0.012,110.9
O039820,2024-07-08,C0892,phone,PW-0041,5,10.8,0.012,53.37
O039820,2024-07-08,C0892,phone,PW-0026,4,26.87,0.012,106.23
O039821,2024-07-08,C0892,phone,PW-0107,4,26.79,0.0,107.16
O039821,2024-07-08,C0892,phone,PW-0110,7,7.04,0.0,49.28
O001253,2024-07-09,C0036,online,PW-0034,3,13.01,0.029,37.9
O001253,2024-07-09,C0036,online,PW-0062,6,58.94,0.029,343.39
O001253,2024-07-09,C0036,online,PW-0046,1,105.33,0.029,102.28
O001483,2024-07-09,C0038,online,PW-0112,1,8.94,0.054,8.45
O001483,2024-07-09,C0038,online,PW-0033,1,21.37,0.054,20.21
O001483,2024-07-09,C0038,online,PW-0022,1,91.45,0.054,86.48
O001483,2024-07-09,C0038,online,PW-0046,1,105.33,0.054,99.6
O001483,2024-07-09,C0038,online,PW-0084,1,10.74,0.054,10.16
O001483,2024-07-09,C0038,online,PW-0020,1,9.81,0.054,9.28
O001483,2024-07-09,C0038,online,PW-0101,1,16.66,0.054,15.75
O001483,2024-07-09,C0038,online,PW-0114,1,14.68,0.054,13.88
O001483,2024-07-09,C0038,online,PW-0118,1,15.01,0.054,14.19
O001483,2024-07-09,C0038,online,PW-0113,1,5.48,0.054,5.18
O002073,2024-07-09,C0054,rep,PW-0052,9,21.67,0.172,161.56
O002073,2024-07-09,C0054,rep,PW-0120,4,33.43,0.172,110.77
O002073,2024-07-09,C0054,rep,PW-0046,14,105.33,0.172,1221.53
O002073,2024-07-09,C0054,rep,PW-0044,5,12.9,0.172,53.43
O002073,2024-07-09,C0054,rep,PW-0007,5,63.84,0.172,264.41
O002577,2024-07-09,C0065,phone,PW-0032,6,34.89,0.0,209.34
O003787,2024-07-09,C0094,rep,PW-0018,4,32.06,0.087,117.08
O003787,2024-07-09,C0094,rep,PW-0029,4,8.25,0.087,30.13
O003787,2024-07-09,C0094,rep,PW-0038,3,21.66,0.087,59.32
O003966,2024-07-09,C0099,online,PW-0014,3,12.14,0.004,36.27
O003966,2024-07-09,C0099,online,PW-0006,1,7.73,0.004,7.7
O004463,2024-07-09,C0110,phone,PW-0003,4,10.1,0.046,38.52
O004463,2024-07-09,C0110,phone,PW-0030,2,70.61,0.046,134.66
O004463,2024-07-09,C0110,phone,PW-0034,1,13.01,0.046,12.41
O004463,2024-07-09,C0110,phone,PW-0046,3,105.33,0.046,301.3
O004578,2024-07-09,C0114,phone,PW-0088,1,33.75,0.075,31.2
O004578,2024-07-09,C0114,phone,PW-0111,1,4.68,0.075,4.33
O004578,2024-07-09,C0114,phone,PW-0033,1,21.37,0.075,19.76
O004578,2024-07-09,C0114,phone,PW-0052,1,21.67,0.075,20.03
O004578,2024-07-09,C0114,phone,PW-0021,1,54.06,0.075,49.98
O005377,2024-07-09,C0134,rep,PW-0012,2,54.27,0.121,95.36
O005377,2024-07-09,C0134,rep,PW-0048,2,25.85,0.121,45.42
O006242,2024-07-09,C0154,phone,PW-0057,1,28.05,0.024,27.38
O006242,2024-07-09,C0154,phone,PW-0058,4,24.57,0.024,95.93
O006242,2024-07-09,C0154,phone,PW-0018,7,32.06,0.024,219.05
O006242,2024-07-09,C0154,phone,PW-0108,1,7.56,0.024,7.38
O006242,2024-07-09,C0154,phone,PW-0010,1,80.88,0.024,78.95
O006283,2024-07-09,C0155,phone,PW-0089,7,47.96,0.028,326.17
O006283,2024-07-09,C0155,phone,PW-0099,20,10.88,0.028,211.41
O006283,2024-07-09,C0155,phone,PW-0052,7,21.67,0.028,147.38
O006283,2024-07-09,C0155,phone,PW-0063,16,9.62,0.028,149.54
O006283,2024-07-09,C0155,phone,PW-0072,12,39.77,0.028,463.67
O006283,2024-07-09,C0155,phone,PW-0005,24,7.82,0.028,182.34
O007814,2024-07-09,C0185,phone,PW-0090,3,163.87,0.052,466.06
O007814,2024-07-09,C0185,phone,PW-0056,2,9.05,0.052,17.16
O009534,2024-07-09,C0214,online,PW-0003,1,10.1,0.063,9.46
O009534,2024-07-09,C0214,online,PW-0035,2,9.06,0.063,16.97
O009534,2024-07-09,C0214,online,PW-0061,1,8.97,0.063,8.4
O009534,2024-07-09,C0214,online,PW-0096,2,61.07,0.063,114.42
O009886,2024-07-09,C0223,online,PW-0102,4,12.96,0.008,51.45
O009886,2024-07-09,C0223,online,PW-0033,13,21.37,0.008,275.72
O009886,2024-07-09,C0223,online,PW-0021,4,54.06,0.008,214.61
O009887,2024-07-09,C0223,phone,PW-0002,3,8.48,0.0,25.44
O009887,2024-07-09,C0223,phone,PW-0017,2,15.42,0.0,30.84
O009887,2024-07-09,C0223,phone,PW-0106,2,6.92,0.0,13.84
O009887,2024-07-09,C0223,phone,PW-0007,2,63.84,0.0,127.68
O010140,2024-07-09,C0225,phone,PW-0026,4,26.87,0.0,107.48
O010140,2024-07-09,C0225,phone,PW-0032,2,34.89,0.0,69.78
O010140,2024-07-09,C0225,phone,PW-0016,1,23.22,0.0,23.22
O010978,2024-07-09,C0247,online,PW-0062,1,58.94,0.075,54.53
O010978,2024-07-09,C0247,online,PW-0050,1,36.02,0.075,33.32
O010978,2024-07-09,C0247,online,PW-0031,1,12.67,0.075,11.72
O011776,2024-07-09,C0263,phone,PW-0042,1,20.4,0.063,19.12
O011776,2024-07-09,C0263,phone,PW-0119,2,36.67,0.063,68.74
O011776,2024-07-09,C0263,phone,PW-0057,1,28.05,0.063,26.29
O011776,2024-07-09,C0263,phone,PW-0024,1,93.78,0.063,87.89
O011776,2024-07-09,C0263,phone,PW-0056,1,9.05,0.063,8.48
O012458,2024-07-09,C0278,phone,PW-0021,4,54.06,0.002,215.77
O012458,2024-07-09,C0278,phone,PW-0028,6,35.75,0.002,214.03
O012458,2024-07-09,C0278,phone,PW-0025,3,40.81,0.002,122.16
O013247,2024-07-09,C0299,rep,PW-0109,14,46.33,0.137,559.46
O013247,2024-07-09,C0299,rep,PW-0013,7,75.34,0.137,454.89
O013247,2024-07-09,C0299,rep,PW-0023,8,19.03,0.137,131.31
O014271,2024-07-09,C0318,online,PW-0083,1,6.83,0.025,6.66
O014271,2024-07-09,C0318,online,PW-0073,1,21.74,0.025,21.19
O014271,2024-07-09,C0318,online,PW-0019,1,9.73,0.025,9.48
O014793,2024-07-09,C0327,rep,PW-0011,20,50.32,0.162,843.3
O014793,2024-07-09,C0327,rep,PW-0102,16,12.96,0.162,173.76
O014793,2024-07-09,C0327,rep,PW-0055,20,67.63,0.162,1133.4
O014793,2024-07-09,C0327,rep,PW-0001,9,11.36,0.162,85.67
O020536,2024-07-09,C0460,rep,PW-0115,3,17.96,0.179,44.21
O020536,2024-07-09,C0460,rep,PW-0076,3,33.13,0.179,81.56
O020536,2024-07-09,C0460,rep,PW-0083,6,6.83,0.179,33.63
O020626,2024-07-09,C0462,phone,PW-0025,9,40.81,0.0,367.29
O020626,2024-07-09,C0462,phone,PW-0035,13,9.06,0.0,117.78
O020626,2024-07-09,C0462,phone,PW-0062,8,58.94,0.0,471.52
O023556,2024-07-09,C0534,phone,PW-0068,4,7.98,0.027,31.06
O023556,2024-07-09,C0534,phone,PW-0074,1,8.22,0.027,8.0
O024647,2024-07-09,C0560,phone,PW-0084,1,10.74,0.069,10.0
O024647,2024-07-09,C0560,phone,PW-0087,1,20.54,0.069,19.12
O024708,2024-07-09,C0561,phone,PW-0009,2,8.76,0.072,16.25
O024708,2024-07-09,C0561,phone,PW-0055,3,67.63,0.072,188.18
O024708,2024-07-09,C0561,phone,PW-0061,1,8.97,0.072,8.32
O024708,2024-07-09,C0561,phone,PW-0119,2,36.67,0.072,68.02
O024708,2024-07-09,C0561,phone,PW-0006,1,7.73,0.072,7.17
O025044,2024-07-09,C0567,online,PW-0030,1,70.61,0.099,63.63
O025044,2024-07-09,C0567,online,PW-0033,1,21.37,0.099,19.26
O025044,2024-07-09,C0567,online,PW-0047,1,8.26,0.099,7.44
O025044,2024-07-09,C0567,online,PW-0002,1,8.48,0.099,7.64
O025044,2024-07-09,C0567,online,PW-0062,1,58.94,0.099,53.11
O025044,2024-07-09,C0567,online,PW-0059,1,17.36,0.099,15.64
O025044,2024-07-09,C0567,online,PW-0050,1,36.02,0.099,32.46
O025191,2024-07-09,C0570,phone,PW-0026,1,26.87,0.029,26.09
O026869,2024-07-09,C0605,online,PW-0070,1,22.02,0.0,22.02
O026869,2024-07-09,C0605,online,PW-0071,3,44.55,0.0,133.65
O026869,2024-07-09,C0605,online,PW-0095,1,28.0,0.0,28.0
O027000,2024-07-09,C0609,phone,PW-0023,9,19.03,0.0,171.27
O027000,2024-07-09,C0609,phone,PW-0056,1,9.05,0.0,9.05
O027000,2024-07-09,C0609,phone,PW-0103,1,46.82,0.0,46.82
O027000,2024-07-09,C0609,phone,PW-0001,1,11.36,0.0,11.36
O027000,2024-07-09,C0609,phone,PW-0032,2,34.89,0.0,69.78
O027502,2024-07-09,C0623,phone,PW-0113,1,5.48,0.0,5.48
O027502,2024-07-09,C0623,phone,PW-0010,1,80.88,0.0,80.88
O027894,2024-07-09,C0634,online,PW-0023,1,19.03,0.084,17.43
O027894,2024-07-09,C0634,online,PW-0047,1,8.26,0.084,7.57
O027894,2024-07-09,C0634,online,PW-0087,1,20.54,0.084,18.82
O030133,2024-07-09,C0681,rep,PW-0064,2,35.85,0.178,58.97
O030133,2024-07-09,C0681,rep,PW-0028,2,35.75,0.178,58.8
O030133,2024-07-09,C0681,rep,PW-0011,1,50.32,0.178,41.38
O030289,2024-07-09,C0684,phone,PW-0011,4,50.32,0.049,191.4
O030289,2024-07-09,C0684,phone,PW-0115,1,17.96,0.049,17.08
O030289,2024-07-09,C0684,phone,PW-0052,1,21.67,0.049,20.61
O030289,2024-07-09,C0684,phone,PW-0070,1,22.02,0.049,20.94
O030289,2024-07-09,C0684,phone,PW-0083,2,6.83,0.049,12.99
O030289,2024-07-09,C0684,phone,PW-0007,1,63.84,0.049,60.71
O030851,2024-07-09,C0696,rep,PW-0082,4,11.37,0.092,41.29
O030851,2024-07-09,C0696,rep,PW-0072,3,39.77,0.092,108.32
O030851,2024-07-09,C0696,rep,PW-0115,5,17.96,0.092,81.53
O030851,2024-07-09,C0696,rep,PW-0031,1,12.67,0.092,11.5
O030851,2024-07-09,C0696,rep,PW-0070,3,22.02,0.092,59.97
O030851,2024-07-09,C0696,rep,PW-0069,4,7.15,0.092,25.97
O030852,2024-07-09,C0696,phone,PW-0029,1,8.25,0.077,7.61
O030852,2024-07-09,C0696,phone,PW-0017,1,15.42,0.077,14.23
O031318,2024-07-09,C0705,online,PW-0059,3,17.36,0.008,51.67
O031318,2024-07-09,C0705,online,PW-0057,2,28.05,0.008,55.66
O031318,2024-07-09,C0705,online,PW-0048,1,25.85,0.008,25.65
O031497,2024-07-09,C0709,online,PW-0035,1,9.06,0.0,9.06
O031497,2024-07-09,C0709,online,PW-0042,1,20.4,0.0,20.4
O031497,2024-07-09,C0709,online,PW-0061,1,8.97,0.0,8.97
O031497,2024-07-09,C0709,online,PW-0116,1,29.49,0.0,29.49
O031497,2024-07-09,C0709,online,PW-0055,1,67.63,0.0,67.63
O031497,2024-07-09,C0709,online,PW-0045,1,19.22,0.0,19.22
O032029,2024-07-09,C0716,online,PW-0107,1,26.79,0.017,26.32
O032585,2024-07-09,C0728,online,PW-0115,1,17.96,0.103,16.11
O034284,2024-07-09,C0764,online,PW-0003,1,10.1,0.044,9.66
O034284,2024-07-09,C0764,online,PW-0055,1,67.63,0.044,64.68
O034284,2024-07-09,C0764,online,PW-0031,2,12.67,0.044,24.23
O034284,2024-07-09,C0764,online,PW-0016,1,23.22,0.044,22.21
O034284,2024-07-09,C0764,online,PW-0045,1,19.22,0.044,18.38
O034284,2024-07-09,C0764,online,PW-0057,1,28.05,0.044,26.82
O034284,2024-07-09,C0764,online,PW-0059,1,17.36,0.044,16.6
O034284,2024-07-09,C0764,online,PW-0048,2,25.85,0.044,49.44
O034284,2024-07-09,C0764,online,PW-0029,1,8.25,0.044,7.89
O034391,2024-07-09,C0765,rep,PW-0022,5,91.45,0.159,384.38
O034391,2024-07-09,C0765,rep,PW-0013,2,75.34,0.159,126.67
O034874,2024-07-09,C0774,phone,PW-0111,4,4.68,0.005,18.63
O035316,2024-07-09,C0787,phone,PW-0067,4,25.95,0.0,103.8
O035316,2024-07-09,C0787,phone,PW-0114,3,14.68,0.0,44.04
O035316,2024-07-09,C0787,phone,PW-0107,2,26.79,0.0,53.58
O035316,2024-07-09,C0787,phone,PW-0037,8,118.04,0.0,944.32
O035316,2024-07-09,C0787,phone,PW-0069,9,7.15,0.0,64.35
O035474,2024-07-09,C0790,rep,PW-0100,5,71.86,0.173,297.26
O035474,2024-07-09,C0790,rep,PW-0068,6,7.98,0.173,39.61
O035474,2024-07-09,C0790,rep,PW-0102,3,12.96,0.173,32.17
O035474,2024-07-09,C0790,rep,PW-0057,2,28.05,0.173,46.41
O035474,2024-07-09,C0790,rep,PW-0001,12,11.36,0.173,112.78
O036095,2024-07-09,C0804,online,PW-0008,1,33.84,0.0,33.84
O036095,2024-07-09,C0804,online,PW-0022,1,91.45,0.0,91.45
O036095,2024-07-09,C0804,online,PW-0016,1,23.22,0.0,23.22
O036095,2024-07-09,C0804,online,PW-0003,1,10.1,0.0,10.1
O036504,2024-07-09,C0813,online,PW-0025,1,40.81,0.056,38.5
O036504,2024-07-09,C0813,online,PW-0015,1,67.01,0.056,63.22
O036669,2024-07-09,C0815,rep,PW-0038,9,21.66,0.206,154.87
O036669,2024-07-09,C0815,rep,PW-0044,4,12.9,0.206,40.99
O036669,2024-07-09,C0815,rep,PW-0116,6,29.49,0.206,140.57
O037982,2024-07-09,C0846,phone,PW-0053,12,14.38,0.0,172.56
O037982,2024-07-09,C0846,phone,PW-0042,7,20.4,0.0,142.8
O037982,2024-07-09,C0846,phone,PW-0117,6,30.69,0.0,184.14
O037982,2024-07-09,C0846,phone,PW-0025,7,40.81,0.0,285.67
O038425,2024-07-09,C0856,phone,PW-0028,1,35.75,0.057,33.72
O038425,2024-07-09,C0856,phone,PW-0118,1,15.01,0.057,14.16
O038425,2024-07-09,C0856,phone,PW-0106,1,6.92,0.057,6.53
O038928,2024-07-09,C0871,online,PW-0071,1,44.55,0.01,44.11
O039142,2024-07-09,C0875,phone,PW-0048,3,25.85,0.0,77.55
O039142,2024-07-09,C0875,phone,PW-0092,5,88.65,0.0,443.25
O039142,2024-07-09,C0875,phone,PW-0055,3,67.63,0.0,202.89
O039142,2024-07-09,C0875,phone,PW-0072,2,39.77,0.0,79.54
O039142,2024-07-09,C0875,phone,PW-0119,3,36.67,0.0,110.01
O039142,2024-07-09,C0875,phone,PW-0059,1,17.36,0.0,17.36
O039142,2024-07-09,C0875,phone,PW-0022,1,91.45,0.0,91.45
O039403,2024-07-09,C0881,online,PW-0077,2,4.19,0.011,8.28
O039403,2024-07-09,C0881,online,PW-0081,2,10.94,0.011,21.63
O040102,2024-07-09,C0898,online,PW-0096,1,61.07,0.0,61.07
O040102,2024-07-09,C0898,online,PW-0009,4,8.76,0.0,35.04
O000084,2024-07-10,C0003,rep,PW-0111,2,4.68,0.149,7.97
O000084,2024-07-10,C0003,rep,PW-0055,7,67.63,0.149,402.91
O000084,2024-07-10,C0003,rep,PW-0107,2,26.79,0.149,45.6
O000084,2024-07-10,C0003,rep,PW-0105,8,8.33,0.149,56.72
O000084,2024-07-10,C0003,rep,PW-0113,1,5.48,0.149,4.66
O000931,2024-07-10,C0028,phone,PW-0107,1,26.79,0.022,26.2
O000931,2024-07-10,C0028,phone,PW-0120,1,33.43,0.022,32.69
O000931,2024-07-10,C0028,phone,PW-0109,3,46.33,0.022,135.92
O000931,2024-07-10,C0028,phone,PW-0004,2,87.75,0.022,171.62
O000931,2024-07-10,C0028,phone,PW-0086,1,7.94,0.022,7.76
O000931,2024-07-10,C0028,phone,PW-0058,1,24.57,0.022,24.03
O000931,2024-07-10,C0028,phone,PW-0018,1,32.06,0.022,31.35
O000931,2024-07-10,C0028,phone,PW-0074,1,8.22,0.022,8.04
O000931,2024-07-10,C0028,phone,PW-0028,1,35.75,0.022,34.96
O001048,2024-07-10,C0031,online,PW-0042,2,20.4,0.011,40.33
O001048,2024-07-10,C0031,online,PW-0050,1,36.02,0.011,35.61
O001585,2024-07-10,C0040,rep,PW-0008,5,33.84,0.119,149.08
O002125,2024-07-10,C0055,phone,PW-0026,1,26.87,0.027,26.14
O002125,2024-07-10,C0055,phone,PW-0078,1,19.98,0.027,19.43
O005375,2024-07-10,C0134,phone,PW-0061,1,8.97,0.0,8.97
O005375,2024-07-10,C0134,phone,PW-0011,1,50.32,0.0,50.32
O006199,2024-07-10,C0153,rep,PW-0024,3,93.78,0.173,232.79
O006199,2024-07-10,C0153,rep,PW-0115,8,17.96,0.173,118.89
O006199,2024-07-10,C0153,rep,PW-0013,3,75.34,0.173,187.02
O006427,2024-07-10,C0157,phone,PW-0010,1,80.88,0.038,77.8
O006427,2024-07-10,C0157,phone,PW-0089,1,47.96,0.038,46.13
O006427,2024-07-10,C0157,phone,PW-0012,2,54.27,0.038,104.41
O006427,2024-07-10,C0157,phone,PW-0063,1,9.62,0.038,9.25
O006427,2024-07-10,C0157,phone,PW-0102,3,12.96,0.038,37.4
O006427,2024-07-10,C0157,phone,PW-0071,2,44.55,0.038,85.71
O006427,2024-07-10,C0157,phone,PW-0094,1,116.95,0.038,112.5
O006614,2024-07-10,C0160,phone,PW-0029,3,8.25,0.0,24.75
O006614,2024-07-10,C0160,phone,PW-0047,4,8.26,0.0,33.04
O007329,2024-07-10,C0171,rep,PW-0064,3,35.85,0.166,89.72
O007329,2024-07-10,C0171,rep,PW-0083,2,6.83,0.166,11.4
O008300,2024-07-10,C0194,online,PW-0042,1,20.4,0.0,20.4
O008300,2024-07-10,C0194,online,PW-0055,1,67.63,0.0,67.63
O008300,2024-07-10,C0194,online,PW-0048,1,25.85,0.0,25.85
O009098,2024-07-10,C0208,online,PW-0080,1,6.04,0.02,5.92
O009098,2024-07-10,C0208,online,PW-0041,1,10.8,0.02,10.58
O009098,2024-07-10,C0208,online,PW-0028,1,35.75,0.02,35.02
O009098,2024-07-10,C0208,online,PW-0048,2,25.85,0.02,50.65
O009098,2024-07-10,C0208,online,PW-0036,1,14.0,0.02,13.72
O009099,2024-07-10,C0208,phone,PW-0002,1,8.48,0.064,7.94
O009099,2024-07-10,C0208,phone,PW-0110,2,7.04,0.064,13.18
O009099,2024-07-10,C0208,phone,PW-0020,1,9.81,0.064,9.18
O010141,2024-07-10,C0225,rep,PW-0039,9,104.74,0.113,836.04
O010141,2024-07-10,C0225,rep,PW-0077,8,4.19,0.113,29.73
O010141,2024-07-10,C0225,rep,PW-0016,4,23.22,0.113,82.37
O010141,2024-07-10,C0225,rep,PW-0030,13,70.61,0.113,814.11
O010348,2024-07-10,C0229,online,PW-0120,1,33.43,0.047,31.85
O010348,2024-07-10,C0229,online,PW-0108,1,7.56,0.047,7.2
O010348,2024-07-10,C0229,online,PW-0100,1,71.86,0.047,68.45
O010348,2024-07-10,C0229,online,PW-0064,1,35.85,0.047,34.15
O010639,2024-07-10,C0238,phone,PW-0072,1,39.77,0.0,39.77
O010639,2024-07-10,C0238,phone,PW-0001,1,11.36,0.0,11.36
O011716,2024-07-10,C0262,online,PW-0032,1,34.89,0.076,32.25
O013003,2024-07-10,C0291,online,PW-0065,1,4.04,0.093,3.66
O013003,2024-07-10,C0291,online,PW-0081,1,10.94,0.093,9.92
O013332,2024-07-10,C0301,online,PW-0046,1,105.33,0.023,102.93
O013332,2024-07-10,C0301,online,PW-0057,1,28.05,0.023,27.41
O013818,2024-07-10,C0309,online,PW-0002,1,8.48,0.1,7.63
O013818,2024-07-10,C0309,online,PW-0082,1,11.37,0.1,10.23
O013818,2024-07-10,C0309,online,PW-0089,1,47.96,0.1,43.15
O013818,2024-07-10,C0309,online,PW-0078,1,19.98,0.1,17.98
O013818,2024-07-10,C0309,online,PW-0003,1,10.1,0.1,9.09
O013818,2024-07-10,C0309,online,PW-0040,1,37.64,0.1,33.86
O013818,2024-07-10,C0309,online,PW-0094,1,116.95,0.1,105.22
O013818,2024-07-10,C0309,online,PW-0074,1,8.22,0.1,7.4
