customer_id,orders_12m,revenue_12m,avg_order_value,avg_discount_pct,pct_online,aug_jan_share,weeks_since_last_order,business_type,region,tenure_months,pilot,churned
C0306,12,1804.15,130.62,0.049,0.517,0.103,1.3,clinic,Southwest,25.7,,0
C0307,1,1350.33,2081.02,0.04,0.714,0.429,47.6,school,South Central,32.6,,1
C0308,24,7443.99,394.69,0.077,0.345,0.121,0.4,restaurant,Northeast,49.2,,0
C0309,7,18990.33,2195.4,0.068,0.348,0.304,4.3,school,Northeast,39.8,,1
C0310,5,6967.47,1270.09,0.069,0.4,0.2,5.4,school,South Central,34.9,,0
C0311,35,20569.05,466.65,0.063,0.474,0.205,0.3,restaurant,Northeast,88.4,,0
C0312,12,2063.38,204.91,0.059,0.371,0.057,0.7,restaurant,Northwest,74.9,,0
C0313,7,33871.04,2685.88,0.076,0.25,0.4,12.3,nonprofit,South Central,31.8,,0
C0314,12,19844.7,1658.39,0.061,0.227,0.455,7.7,school,North Central,26.6,,0
C0315,25,7435.44,346.1,0.073,0.41,0.164,0.6,restaurant,South Central,33.4,,0
C0316,22,2044.24,73.79,0.048,0.952,0.095,0.4,retail,South Central,46.6,0.0,0
C0317,35,16454.21,449.84,0.064,0.337,0.135,0.3,restaurant,Northeast,72.5,,0
C0318,10,1347.66,165.66,0.056,0.308,0.115,2.4,office,South Central,75.4,,0
C0319,19,2448.95,124.27,0.063,0.405,0.135,2.3,retail,Northeast,76.7,,0
C0320,37,12440.39,337.71,0.074,0.39,0.153,1.6,retail,South Central,21.4,,0
C0321,8,1990.68,329.12,0.098,0.357,0.214,6.3,clinic,North Central,83.2,,0
C0322,43,25627.85,496.04,0.055,0.388,0.262,1.3,restaurant,Southeast,68.7,,0
C0323,8,568.84,72.78,0.038,0.947,0.105,6.7,office,South Central,66.3,0.0,1
C0324,14,15948.3,1693.55,0.061,0.235,0.441,0.9,school,Northeast,67.6,,0
C0325,12,1641.74,136.21,0.049,0.438,0.062,2.9,restaurant,Northeast,63.5,,0
C0326,43,26265.14,524.61,0.059,0.408,0.133,4.9,restaurant,South Central,68.4,,0
C0327,23,11182.3,417.01,0.074,0.405,0.152,13.7,restaurant,South Central,35.4,,1
C0328,14,981.82,112.17,0.053,0.939,0.122,1.9,retail,Southwest,47.5,0.0,0
C0329,12,1134.75,76.77,0.051,0.966,0.276,0.9,office,Northeast,85.0,0.0,0
C0330,29,12517.22,456.28,0.075,0.329,0.184,0.3,restaurant,Northeast,68.8,,0
C0331,32,14546.95,507.81,0.061,0.4,0.114,0.6,restaurant,Southwest,87.5,,0
C0332,22,13249.75,540.4,0.065,0.344,0.141,5.3,restaurant,South Central,89.0,,0
C0333,7,1048.51,153.36,0.032,1.0,0.167,25.9,clinic,Northeast,61.4,0.0,1
C0335,8,19111.01,3073.85,0.059,0.353,0.294,30.4,school,South Central,72.4,,0
C0336,2,388.94,194.47,0.034,1.0,0.0,1.3,retail,Northeast,5.2,,0
C0338,9,3139.24,306.88,0.065,0.267,0.133,8.9,clinic,South Central,76.5,,1
C0339,11,3405.98,269.25,0.076,0.333,0.125,16.7,clinic,South Central,43.5,,1
C0340,19,2878.41,158.57,0.06,0.25,0.2,7.7,office,South Central,53.0,,0
C0341,16,3264.2,168.79,0.076,0.312,0.219,0.4,office,South Central,80.0,,0
C0342,8,1182.24,127.11,0.056,0.571,0.143,15.4,clinic,North Central,17.6,,0
C0343,11,729.26,82.46,0.055,0.957,0.217,3.7,clinic,Northeast,54.1,0.0,0
C0344,2,1753.75,754.01,0.052,0.556,0.333,14.9,school,Southwest,85.5,,0
C0345,4,508.4,127.1,0.045,0.25,0.25,1.3,clinic,Northeast,4.3,,0
C0346,35,7871.17,207.28,0.066,0.339,0.194,1.9,clinic,Northeast,82.1,,0
C0347,15,3512.95,273.53,0.069,0.317,0.244,1.3,clinic,South Central,75.3,,0
C0348,11,1110.58,134.87,0.078,0.27,0.27,2.6,school,South Central,82.2,,0
C0349,7,22390.02,2952.5,0.064,0.062,0.438,8.7,school,Northeast,56.1,,0
C0350,18,12023.79,667.99,0.054,0.444,0.056,0.6,restaurant,South Central,7.4,,0
C0351,12,1129.56,97.22,0.051,0.583,0.167,5.4,clinic,Northeast,65.1,,1
C0352,31,12192.2,439.89,0.063,0.304,0.065,0.9,retail,Northeast,15.7,,0
C0353,7,1139.66,199.8,0.058,0.348,0.261,30.6,office,Northeast,30.0,,1
C0354,14,3014.21,203.71,0.071,0.281,0.281,2.9,restaurant,Southwest,33.6,,0
C0355,15,4053.46,307.02,0.083,0.379,0.172,3.6,clinic,North Central,56.7,,1
C0356,9,1763.95,181.75,0.067,0.345,0.207,12.6,restaurant,South Central,88.4,,1
C0357,1,162.68,1674.53,0.045,0.25,0.625,20.7,school,Northeast,47.4,,0
C0358,19,8245.88,433.92,0.056,0.36,0.2,19.6,restaurant,South Central,16.4,,1
C0359,36,21727.04,500.03,0.064,0.33,0.165,1.4,restaurant,Northeast,87.2,,0
C0360,15,5024.04,223.84,0.058,0.394,0.242,7.7,restaurant,South Central,58.7,,0
C0361,38,16119.14,447.27,0.059,0.408,0.105,1.4,restaurant,Northeast,36.5,,0
C0362,25,14065.59,556.58,0.056,0.361,0.208,2.6,restaurant,Northeast,81.6,,0
C0363,45,29061.72,530.92,0.057,0.391,0.138,0.3,retail,South Central,52.9,,0
C0364,9,1106.2,139.09,0.064,0.429,0.214,11.6,office,South Central,50.5,,0
C0365,21,3181.48,176.58,0.062,0.34,0.191,2.4,office,Northeast,75.6,,0
C0366,7,355.79,49.28,0.035,0.938,0.312,7.6,nonprofit,South Central,66.6,1.0,0
C0367,41,16167.27,502.59,0.065,0.417,0.19,1.4,restaurant,South Central,32.4,,0
C0368,16,1346.76,84.87,0.045,0.927,0.122,16.7,restaurant,Northeast,35.2,0.0,1
C0369,20,15241.17,553.23,0.081,0.292,0.271,3.9,restaurant,North Central,74.5,,0
C0370,35,16412.41,415.86,0.058,0.351,0.299,1.6,restaurant,Southwest,57.3,,0
C0371,21,2069.48,69.25,0.043,0.976,0.238,5.4,office,Northeast,39.0,1.0,0
C0372,28,10476.77,362.41,0.07,0.455,0.182,3.6,restaurant,Northeast,44.8,,0
C0373,14,1236.99,112.8,0.05,0.367,0.1,1.4,office,Northeast,24.7,,1
C0375,9,1334.73,137.66,0.062,0.75,0.25,6.9,clinic,South Central,47.6,0.0,0
C0376,13,2051.2,181.82,0.072,0.333,0.242,3.4,office,South Central,47.2,,0
C0377,17,10800.82,402.16,0.064,0.395,0.237,0.9,retail,South Central,41.5,,0
C0378,10,2744.39,268.88,0.067,0.385,0.231,17.9,clinic,Northwest,65.7,,1
C0379,8,1852.38,268.19,0.078,0.28,0.16,14.9,clinic,North Central,76.4,,0
C0380,10,989.46,106.4,0.038,0.958,0.167,2.4,restaurant,South Central,43.5,0.0,1
C0381,23,9991.44,399.99,0.07,0.288,0.212,0.4,restaurant,Northeast,56.6,,0
C0382,16,4125.23,196.82,0.066,0.385,0.231,2.7,office,North Central,67.5,,0
C0383,9,5038.04,357.18,0.062,0.5,0.2,3.7,clinic,Northeast,70.0,,0
C0384,12,3003.25,192.44,0.059,0.407,0.222,3.6,nonprofit,South Central,43.8,,0
C0385,16,5393.57,235.58,0.07,0.378,0.081,2.3,clinic,North Central,73.4,,0
C0386,2,2691.9,1345.95,0.072,0.0,0.0,3.9,school,Southeast,1.7,,0
C0387,36,15342.25,376.94,0.063,0.323,0.231,0.3,restaurant,Northeast,24.3,,0
C0388,10,1470.38,117.64,0.071,0.412,0.206,2.4,retail,Northeast,53.6,,0
C0389,14,798.47,70.37,0.043,1.0,0.148,3.4,office,Northeast,56.7,0.0,0
C0390,30,17317.87,497.66,0.062,0.4,0.138,0.6,retail,North Central,85.2,,0
C0391,13,2367.08,219.06,0.079,0.276,0.31,0.3,restaurant,North Central,50.7,,0
C0392,12,967.72,111.12,0.042,1.0,0.172,3.4,clinic,Southwest,88.4,0.0,0
C0393,11,853.49,116.35,0.059,0.429,0.214,0.3,retail,Northeast,72.2,,0
C0394,6,708.39,189.11,0.066,0.333,0.167,5.4,clinic,Northeast,68.8,,1
C0395,8,608.84,96.66,0.045,0.97,0.303,19.3,retail,South Central,34.2,0.0,1
C0396,42,20448.06,482.85,0.078,0.353,0.255,0.6,restaurant,Northeast,54.1,,0
C0397,20,9065.19,577.99,0.07,0.34,0.22,1.3,restaurant,Northeast,64.3,,0
C0398,17,5905.98,554.22,0.069,0.378,0.222,3.9,restaurant,Northwest,30.8,,0
C0399,12,3905.88,281.79,0.067,0.267,0.167,3.3,clinic,Southwest,31.4,,0
C0400,10,3526.18,234.84,0.07,0.375,0.083,4.6,office,South Central,59.1,,0
C0401,13,1111.8,122.08,0.034,1.0,0.111,3.3,restaurant,Southwest,28.5,0.0,0
C0402,8,306.06,86.76,0.048,0.882,0.176,11.3,office,Northeast,79.9,0.0,0
C0403,11,2513.91,177.27,0.074,0.231,0.192,0.7,retail,South Central,61.4,,0
C0404,1,31.92,77.88,0.056,0.958,0.125,36.3,office,Southwest,42.3,0.0,0
C0405,7,396.76,74.79,0.053,1.0,0.357,9.7,restaurant,South Central,75.3,1.0,0
C0406,13,1957.29,126.37,0.067,0.5,0.056,1.9,office,South Central,16.9,,0
C0407,30,11249.38,422.67,0.061,0.44,0.147,0.4,restaurant,Northeast,82.6,,0
C0408,2,1781.93,2440.56,0.072,0.154,0.385,7.6,nonprofit,Southwest,76.4,,1
C0409,34,16593.27,469.2,0.067,0.368,0.168,0.9,restaurant,North Central,83.4,,0
C0410,10,223.48,64.44,0.044,0.923,0.077,0.3,retail,Northeast,35.3,1.0,0
C0411,26,19453.18,582.51,0.068,0.406,0.25,12.7,restaurant,Southeast,77.3,,1
C0412,11,1853.97,106.27,0.051,0.962,0.154,4.7,retail,South Central,62.4,0.0,0
C0413,11,1062.15,187.01,0.043,0.444,0.222,5.4,school,Northeast,50.1,,1
C0414,6,1135.09,94.44,0.038,0.955,0.091,4.3,restaurant,Northeast,67.4,1.0,0
C0415,21,8393.4,563.83,0.074,0.308,0.327,0.3,restaurant,Southeast,40.0,,0
C0416,8,1698.24,152.68,0.065,0.48,0.2,4.9,clinic,Southwest,53.7,,0
C0417,18,10506.07,515.96,0.074,0.25,0.167,3.4,retail,Southwest,31.4,,1
C0418,8,623.02,84.59,0.029,0.895,0.316,8.7,office,Northeast,43.0,0.0,0
C0419,24,7803.35,423.58,0.063,0.392,0.137,0.7,restaurant,Northwest,73.1,,0
C0420,34,15716.02,491.64,0.072,0.377,0.195,0.3,restaurant,Northeast,40.4,,0
C0421,8,24627.52,3274.45,0.069,0.357,0.214,4.3,nonprofit,South Central,45.6,,0
C0422,35,18444.37,517.23,0.067,0.346,0.247,3.3,restaurant,Northeast,78.8,,0
C0423,5,796.63,304.79,0.063,0.579,0.105,1.9,clinic,Northeast,39.5,,0
C0424,12,2746.96,176.55,0.048,0.455,0.242,8.3,clinic,Northeast,56.3,,1
C0425,35,17628.19,509.68,0.074,0.238,0.225,0.7,restaurant,South Central,62.6,,0
C0426,6,11148.22,2577.1,0.06,0.261,0.478,12.3,school,South Central,86.1,,0
C0427,4,7475.34,2007.05,0.066,0.3,0.3,10.4,school,North Central,43.1,,1
C0428,7,3888.52,555.5,0.075,0.286,0.0,21.7,restaurant,South Central,11.2,,1
C0429,9,2066.61,172.71,0.079,0.229,0.171,1.3,office,Northeast,81.7,,0
C0430,15,3016.41,198.59,0.048,0.467,0.2,0.6,office,North Central,61.6,,0
C0431,18,1368.18,79.74,0.04,0.968,0.194,13.3,restaurant,Northeast,18.8,0.0,1
C0432,12,5565.89,539.36,0.068,0.227,0.0,0.4,restaurant,Northeast,16.5,,0
C0433,10,4639.65,309.33,0.06,0.474,0.263,0.7,clinic,Northwest,74.3,,0
C0434,6,659.86,203.63,0.066,0.345,0.241,13.4,clinic,Northeast,73.3,,1
C0435,21,3637.67,243.05,0.073,0.341,0.293,1.9,clinic,Northwest,66.2,,0
C0436,14,6297.6,298.96,0.061,0.192,0.154,8.6,clinic,South Central,73.3,,0
C0437,9,14904.76,1672.39,0.059,0.37,0.407,9.7,nonprofit,Northeast,71.4,,0
C0438,17,3801.57,212.86,0.052,0.375,0.312,8.9,nonprofit,Northeast,46.4,,0
C0439,21,2135.58,90.75,0.051,0.882,0.324,2.7,restaurant,Northeast,69.5,1.0,1
C0440,9,920.33,194.34,0.051,0.258,0.452,3.3,nonprofit,South Central,51.4,,0
C0441,22,9514.88,534.02,0.075,0.381,0.111,0.3,restaurant,South Central,76.4,,0
C0442,9,3054.1,244.81,0.062,0.212,0.303,17.3,clinic,Northeast,40.8,,1
C0443,17,5641.64,351.48,0.053,0.326,0.174,8.4,clinic,Northeast,57.9,,0
C0444,28,10279.41,410.15,0.054,0.429,0.25,0.6,restaurant,Northwest,59.3,,0
C0445,11,21775.02,2169.43,0.071,0.185,0.37,4.6,school,Northeast,77.3,,0
C0446,14,1784.12,127.93,0.06,0.36,0.16,5.4,office,Northwest,87.7,,0
C0447,40,21567.38,444.0,0.057,0.312,0.247,1.6,restaurant,Southwest,85.2,,0
C0448,17,1552.53,80.57,0.037,0.93,0.233,0.3,office,South Central,52.9,0.0,0
C0449,22,6424.25,470.35,0.059,0.314,0.255,0.3,restaurant,South Central,61.3,,0
C0450,8,1907.86,247.17,0.091,0.278,0.167,15.4,retail,South Central,33.6,,1
C0451,10,816.53,125.44,0.041,0.88,0.28,9.3,office,Southeast,71.0,1.0,1
C0452,16,4049.29,163.56,0.065,0.348,0.152,17.9,retail,South Central,58.9,,1
C0453,11,1384.81,138.76,0.06,0.433,0.267,0.3,retail,South Central,55.4,,0
C0454,8,623.79,71.56,0.043,0.962,0.038,5.3,office,South Central,43.8,0.0,0
C0455,18,4821.02,427.7,0.066,0.519,0.231,4.6,restaurant,South Central,73.3,,0
C0456,9,1592.17,156.45,0.06,0.286,0.143,4.7,retail,South Central,55.7,,0
C0457,11,2129.03,205.1,0.069,0.353,0.118,4.4,retail,South Central,78.1,,0
C0458,8,28551.23,4108.64,0.066,0.25,0.25,3.4,school,South Central,64.0,,0
C0459,27,9947.05,486.91,0.068,0.227,0.167,1.7,retail,South Central,59.4,,0
C0460,12,2293.86,185.96,0.063,0.277,0.106,1.4,office,South Central,49.1,,0
C0461,5,286.78,82.78,0.047,1.0,0.158,13.3,retail,South Central,45.1,0.0,1
C0462,23,10999.59,489.7,0.057,0.365,0.203,2.4,restaurant,South Central,71.7,,0
C0463,7,852.67,174.71,0.065,0.238,0.143,3.4,clinic,South Central,68.2,,0
C0464,3,4006.52,1518.89,0.046,0.4,0.267,32.6,school,South Central,48.4,,0
C0465,12,750.91,61.95,0.042,0.95,0.05,12.4,office,South Central,87.5,0.0,0
C0466,14,644.93,49.32,0.05,0.926,0.074,5.6,office,Southwest,57.1,1.0,1
C0467,12,1036.09,68.29,0.059,0.952,0.095,13.6,office,Northeast,20.8,1.0,1
C0468,13,1385.45,177.61,0.062,0.361,0.111,20.3,clinic,South Central,84.9,,1
C0469,6,1028.75,85.48,0.036,1.0,0.05,6.4,office,North Central,43.2,1.0,0
C0470,5,2005.72,282.77,0.085,0.214,0.214,19.4,clinic,Northeast,70.8,,1
C0471,23,12310.86,469.88,0.062,0.37,0.241,2.3,restaurant,Southeast,34.6,,0
C0472,11,1228.41,84.6,0.042,0.971,0.265,20.4,retail,Northeast,56.3,1.0,1
C0473,12,3145.02,162.75,0.068,0.436,0.359,17.3,school,South Central,86.8,,1
C0474,39,17297.18,449.51,0.068,0.333,0.111,0.7,restaurant,Northeast,31.8,,0
C0475,26,11602.22,547.79,0.063,0.345,0.145,0.4,restaurant,North Central,68.3,,0
C0476,12,621.26,67.25,0.055,1.0,0.16,23.3,restaurant,South Central,42.2,1.0,1
C0477,17,3128.79,195.95,0.07,0.219,0.094,3.3,restaurant,Northeast,80.5,,0
C0478,13,1161.34,102.45,0.047,1.0,0.241,3.4,restaurant,North Central,46.0,1.0,1
C0479,17,1021.59,66.59,0.036,1.0,0.324,0.9,restaurant,Northeast,67.1,1.0,0
C0480,35,21494.69,521.1,0.058,0.378,0.23,0.4,restaurant,North Central,79.7,,0
C0481,40,18257.31,414.84,0.065,0.29,0.08,0.3,retail,Northeast,86.5,,0
C0482,8,329.12,44.82,0.05,1.0,0.429,19.4,restaurant,Northeast,88.5,1.0,0
C0483,3,6356.2,1285.15,0.062,0.083,0.417,17.7,school,Northeast,47.8,,0
C0484,18,2501.45,122.38,0.061,0.346,0.154,2.3,office,South Central,48.3,,0
C0485,17,1355.24,65.62,0.043,0.921,0.053,0.6,retail,South Central,34.4,1.0,0
C0486,13,2004.93,138.32,0.078,0.355,0.161,3.7,office,Northeast,58.7,,0
C0488,11,768.16,66.11,0.055,0.946,0.054,0.6,office,South Central,47.7,1.0,0
C0489,16,816.97,61.5,0.053,0.933,0.067,1.9,office,South Central,60.4,1.0,0
C0490,8,22712.87,2839.11,0.068,0.375,0.375,0.7,school,South Central,9.5,,0
C0491,31,11265.2,355.17,0.052,0.422,0.145,0.9,retail,Northeast,85.9,,0
C0492,26,14869.34,598.74,0.081,0.3,0.14,0.9,restaurant,Southwest,68.4,,0
C0493,12,3040.56,156.46,0.077,0.25,0.25,15.7,retail,North Central,43.0,,1
C0494,29,10572.88,528.8,0.071,0.415,0.2,0.4,restaurant,South Central,53.4,,0
C0495,8,765.95,50.59,0.041,1.0,0.32,2.4,office,Northeast,48.8,1.0,0
C0496,12,28745.51,2365.79,0.051,0.286,0.429,0.3,nonprofit,South Central,63.0,,0
C0497,12,2599.04,176.24,0.069,0.265,0.088,2.7,retail,Southwest,68.9,,0
C0498,25,9208.33,421.07,0.058,0.275,0.159,1.7,retail,South Central,83.0,,0
C0499,14,6500.44,381.89,0.077,0.2,0.125,0.4,retail,Northeast,68.3,,0
C0500,21,9262.32,441.06,0.074,0.238,0.143,0.3,restaurant,South Central,11.0,,0
C0501,8,1263.41,148.16,0.038,0.471,0.294,6.3,clinic,Northeast,55.6,,0
C0502,15,38552.31,3044.54,0.065,0.088,0.324,7.9,school,North Central,49.8,,0
C0503,9,731.26,72.48,0.041,1.0,0.083,1.7,restaurant,Northeast,15.5,1.0,1
C0504,11,25605.81,1890.17,0.061,0.346,0.423,11.9,nonprofit,Northwest,69.8,,0
C0506,13,1113.81,96.83,0.038,0.963,0.222,2.7,retail,Northeast,61.8,1.0,0
C0507,18,2593.43,140.59,0.061,0.289,0.158,0.9,retail,South Central,87.3,,0
C0508,11,941.02,160.85,0.054,0.343,0.143,3.6,office,Northeast,42.2,,0
C0509,38,12916.74,339.91,0.054,0.342,0.132,0.4,restaurant,Southwest,10.6,,0
C0510,12,3369.49,234.37,0.061,0.36,0.16,1.9,office,Southwest,48.8,,0
C0511,28,9843.85,309.25,0.061,0.507,0.282,0.6,restaurant,Northeast,44.6,,0
C0512,6,376.89,97.72,0.042,0.95,0.3,9.3,office,Northwest,50.8,1.0,1
C0513,6,14162.27,2896.89,0.075,0.111,0.333,1.4,school,Northeast,47.7,,0
C0514,16,3283.86,270.81,0.073,0.296,0.148,0.4,clinic,Northeast,53.1,,0
C0515,25,9967.74,480.92,0.064,0.426,0.185,2.6,restaurant,Northeast,82.0,,0
C0516,20,4516.52,222.95,0.063,0.469,0.224,0.7,restaurant,Northeast,34.5,,0
C0517,7,558.99,102.37,0.047,0.955,0.227,1.3,restaurant,South Central,84.8,1.0,0
C0518,35,16232.6,410.07,0.062,0.322,0.08,0.9,retail,South Central,62.3,,0
C0519,14,3913.4,279.53,0.062,0.429,0.143,5.3,retail,North Central,11.4,,1
C0520,37,17833.25,400.39,0.06,0.382,0.162,0.3,restaurant,South Central,89.4,,0
C0521,29,11709.43,403.77,0.067,0.448,0.103,1.6,restaurant,South Central,9.2,,0
C0522,18,11440.38,520.09,0.054,0.404,0.192,0.9,restaurant,Northwest,83.6,,0
C0523,16,1915.75,173.43,0.078,0.325,0.325,10.6,restaurant,Northeast,66.9,,1
C0525,18,4888.29,218.09,0.061,0.462,0.231,1.7,retail,Northeast,24.0,,0
C0526,16,1309.61,75.5,0.039,1.0,0.233,1.9,office,Southwest,76.7,0.0,0
C0528,2,10393.47,2317.28,0.06,0.364,0.545,19.7,school,South Central,39.5,,1
C0529,8,1612.62,319.4,0.066,0.333,0.233,8.3,office,Northeast,76.3,,0
C0530,15,2558.07,150.41,0.046,0.441,0.294,2.6,restaurant,South Central,86.9,,0
C0531,14,798.24,70.68,0.047,1.0,0.08,7.3,restaurant,Northwest,34.0,1.0,0
C0532,15,1389.86,157.96,0.065,0.378,0.541,7.6,school,South Central,37.4,,0
C0533,8,17887.37,2010.32,0.103,0.333,0.222,6.3,school,South Central,13.4,,0
C0534,13,2336.52,210.27,0.058,0.364,0.121,5.4,office,Northwest,60.9,,0
C0535,9,35777.84,2528.89,0.069,0.2,0.32,0.3,school,South Central,50.5,,0
C0537,2,2864.24,955.27,0.051,0.3,0.4,18.3,school,Northeast,51.3,,0
C0538,33,15338.4,476.37,0.065,0.394,0.211,0.4,restaurant,Southwest,77.6,,0
C0539,10,647.17,75.62,0.043,0.963,0.259,3.9,office,South Central,69.2,0.0,0
C0540,12,4736.87,390.82,0.062,0.394,0.152,1.9,clinic,South Central,67.0,,0
C0541,12,2578.91,243.11,0.064,0.2,0.133,14.4,retail,South Central,18.1,,0
C0542,11,727.57,60.21,0.042,0.976,0.167,13.4,retail,South Central,82.5,1.0,0
C0543,17,1280.14,79.3,0.05,0.971,0.206,14.3,restaurant,North Central,29.0,0.0,1
C0544,15,3447.51,175.77,0.07,0.278,0.167,0.6,retail,Northeast,54.3,,0
C0545,10,4033.13,399.29,0.062,0.314,0.143,1.7,restaurant,South Central,60.8,,0
C0546,24,12865.71,515.91,0.07,0.372,0.244,9.4,restaurant,South Central,79.5,,1
C0547,12,16458.67,1891.76,0.064,0.2,0.3,0.7,school,Northwest,33.4,,0
C0548,13,15453.28,697.35,0.058,0.349,0.233,4.3,restaurant,Southwest,48.2,,1
C0549,22,9541.61,416.09,0.072,0.34,0.234,0.6,restaurant,South Central,56.2,,0
C0550,11,2110.39,219.92,0.072,0.192,0.269,18.3,retail,Northeast,30.1,,1
C0551,19,5177.67,255.75,0.062,0.341,0.22,1.3,clinic,Northeast,42.8,,0
C0552,32,14998.24,533.1,0.074,0.397,0.178,0.3,restaurant,South Central,38.7,,0
C0553,18,7140.12,376.29,0.061,0.393,0.213,3.4,retail,Northeast,52.4,,0
C0554,14,2011.91,110.44,0.045,0.968,0.258,0.4,clinic,Southwest,56.9,0.0,0
C0555,4,8414.38,1600.73,0.1,0.0,0.778,15.6,nonprofit,South Central,88.2,,0
C0556,6,7069.46,1632.24,0.087,0.286,0.357,2.3,school,South Central,43.7,,0
C0557,12,5539.49,296.35,0.082,0.452,0.226,15.6,retail,Southwest,56.4,,1
C0558,8,964.62,102.88,0.075,0.412,0.059,1.6,retail,Northwest,43.1,,0
C0559,29,9568.76,468.96,0.052,0.358,0.09,1.7,restaurant,Northeast,33.6,,0
C0560,11,3666.65,292.92,0.062,0.36,0.2,4.6,clinic,Northeast,32.1,,0
C0561,44,20253.5,451.13,0.058,0.323,0.215,0.3,restaurant,Northeast,36.2,,0
C0562,10,13286.63,1183.23,0.055,0.227,0.409,5.6,school,North Central,49.3,,1
C0563,24,11003.82,434.97,0.079,0.389,0.074,0.4,retail,Northeast,73.8,,0
C0564,19,5069.94,201.17,0.059,0.365,0.154,1.3,retail,South Central,55.7,,0
C0565,9,573.1,67.09,0.049,0.923,0.115,1.7,retail,South Central,69.8,0.0,0
C0566,12,3006.58,208.2,0.076,0.333,0.185,1.9,clinic,North Central,65.1,,0
C0567,28,14857.66,486.19,0.066,0.319,0.13,5.3,restaurant,Southwest,87.6,,0
C0568,26,16541.41,478.33,0.064,0.315,0.222,0.9,retail,Southwest,60.0,,0
C0569,9,1156.91,117.99,0.032,0.917,0.125,12.7,retail,South Central,56.8,0.0,1
C0570,11,809.06,74.49,0.045,0.893,0.143,1.9,office,North Central,84.2,0.0,0
C0571,10,29762.62,2250.23,0.085,0.143,0.286,6.6,school,Northeast,72.6,,0
C0572,9,565.03,103.68,0.036,1.0,0.158,14.6,office,Southwest,47.7,0.0,1
C0573,14,3249.19,232.43,0.068,0.238,0.333,1.4,clinic,South Central,17.5,,0
C0574,30,16402.56,527.06,0.065,0.405,0.135,1.6,restaurant,South Central,71.6,,0
C0575,14,3347.71,225.65,0.082,0.37,0.185,0.3,retail,South Central,79.0,,0
C0576,7,16710.18,1720.72,0.056,0.222,0.333,4.7,school,South Central,78.3,,0
C0577,19,11000.06,449.66,0.076,0.328,0.172,1.3,restaurant,Northeast,56.6,,0
C0578,8,1322.98,189.01,0.05,0.519,0.148,0.9,clinic,South Central,39.0,,0
C0579,30,9605.98,422.01,0.07,0.326,0.174,0.3,restaurant,South Central,89.8,,0
C0580,20,4599.1,477.06,0.058,0.4,0.2,11.4,restaurant,Southwest,33.9,,1
C0581,10,7285.75,551.01,0.066,0.143,0.214,4.7,clinic,Northeast,17.4,,0
C0583,15,5419.14,339.18,0.069,0.375,0.062,6.6,office,South Central,13.9,,0
C0584,11,1177.76,196.83,0.078,0.304,0.13,4.3,office,South Central,78.3,,1
C0585,17,4559.34,194.92,0.071,0.4,0.2,0.9,retail,South Central,72.0,,0
C0586,27,11390.79,455.81,0.067,0.311,0.189,0.4,restaurant,Northeast,50.1,,0
C0587,7,17760.7,2063.77,0.106,0.125,0.25,3.3,school,Northeast,73.2,,0
C0588,18,4229.4,204.62,0.062,0.5,0.211,0.6,restaurant,Northwest,47.8,,0
C0589,17,1205.21,88.3,0.043,0.917,0.139,2.6,restaurant,Northeast,35.2,1.0,0
C0590,11,25844.97,2614.52,0.069,0.192,0.385,2.6,nonprofit,Southeast,48.4,,0
C0591,7,474.54,61.47,0.045,0.857,0.286,16.4,office,Northeast,50.9,0.0,1
C0592,19,5697.74,266.87,0.058,0.28,0.14,1.3,retail,Northeast,49.8,,0
C0593,4,95.22,38.05,0.051,0.882,0.176,21.9,restaurant,South Central,47.6,1.0,1
C0594,30,14116.45,524.43,0.049,0.342,0.19,0.4,restaurant,South Central,53.8,,0
C0595,19,6296.46,394.39,0.067,0.446,0.089,3.6,retail,Northeast,68.1,,0
C0596,27,11439.35,445.28,0.067,0.355,0.145,0.7,restaurant,Northeast,63.6,,0
C0597,2,2365.43,1880.79,0.076,0.091,0.182,8.6,school,South Central,63.8,,0
C0598,8,864.16,105.28,0.046,0.368,0.211,5.7,office,South Central,45.5,,0
C0599,13,1522.37,110.11,0.046,0.5,0.083,1.9,office,Southwest,65.0,,0
C0600,8,1404.58,205.52,0.054,0.409,0.182,6.6,office,South Central,30.8,,0
C0601,11,1065.44,74.31,0.047,0.973,0.108,2.7,clinic,Northwest,35.5,0.0,0
C0602,47,22551.55,524.91,0.059,0.325,0.225,0.4,restaurant,Northeast,77.9,,0
C0603,24,7887.18,461.96,0.048,0.443,0.197,0.3,restaurant,Northeast,78.3,,0
C0604,47,23632.35,451.29,0.074,0.283,0.255,0.9,retail,Northeast,79.4,,0
C0605,9,1549.67,118.99,0.047,0.964,0.143,5.7,clinic,Northwest,25.5,1.0,0
C0606,8,477.56,56.23,0.039,0.867,0.067,5.9,office,Southwest,42.9,0.0,0
C0607,6,343.52,40.62,0.05,1.0,0.056,23.7,office,South Central,41.1,1.0,1
C0608,10,1424.06,290.76,0.065,0.4,0.24,7.4,office,North Central,57.9,,0
C0609,40,13709.4,522.51,0.077,0.323,0.219,0.9,restaurant,South Central,45.0,,0
C0610,8,2717.57,632.95,0.067,0.294,0.176,6.6,clinic,Southeast,83.9,,1
C0611,14,2474.92,150.65,0.062,0.571,0.107,4.9,office,North Central,55.5,,0
